warehouse_id,location_of_warehouse,product_id,stock_count,storage_cost_per_unit_perMonth
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0336,1186,14.86
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0171,534,4.22
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0284,1566,14.98
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0127,1713,9.3
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0195,307,14.09
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0057,1627,2.02
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0494,1466,14.88
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0202,1890,13.67
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0390,1787,14.51
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0032,551,9.75
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0162,646,10.95
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0268,1325,4.83
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0022,230,7.24
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0457,186,7.45
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0159,1003,9.68
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0119,733,9.03
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0048,592,4.95
W119,"86/30, Rau Ganj, Tuneri, KOZHIKODE, Kerala, 673505, India",P0091,1576,13.63
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0343,836,9.37
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0108,237,11.05
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0427,1644,12.55
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0163,1898,6.36
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0107,417,10.4
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0332,997,12.98
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0034,1711,3.86
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0179,1048,6.68
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0433,1571,2.45
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0420,1254,14.72
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0170,884,4.89
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0172,1414,5.1
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0334,1262,13.48
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0310,207,11.92
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0391,1305,3.19
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0372,298,9.33
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0467,440,14.16
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0373,1089,12.1
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0432,202,3.25
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0277,627,3.89
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0168,630,4.76
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0177,992,9.05
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0103,339,12.99
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0244,586,4.58
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0305,622,5.59
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0268,349,2.41
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0388,629,7.21
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0335,1286,8.09
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0106,1910,5.75
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0211,1830,4.96
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0301,1960,5.49
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0021,626,7.13
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0124,1184,6.12
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0489,391,3.7
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0067,1098,14.95
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0256,883,13.4
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0294,1047,3.73
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0008,1070,4.88
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0252,1383,5.35
W120,"H.No. 274, Palla, Atuhatpara, BARDHAMAN, West Bengal, 713130, India",P0500,1418,6.91
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0320,1255,12.34
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0126,888,2.31
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0160,1111,7.36
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0282,957,6.45
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0183,356,7.93
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0277,395,4.62
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0178,1310,4.48
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0069,879,4.66
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0006,1312,4.45
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0326,1103,7.93
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0335,1960,14.4
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0102,1266,12.9
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0220,1250,3.7
W121,"359, Padmanabhan Circle, Pallathur, VELLORE, Tamil Nadu, 635901, India",P0298,1217,12.55
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0425,1209,3.97
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0011,326,12.82
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0212,133,2.46
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0298,828,3.17
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0048,513,3.49
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0347,1831,7.08
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0367,156,9.35
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0448,669,7.82
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0132,1259,3.19
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0397,1428,2.73
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0291,373,3.04
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0173,1143,10.29
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0176,609,5.84
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0032,316,3.71
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0485,111,8.05
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0119,1086,9.15
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0207,1314,9.52
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0411,1017,9.11
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0229,301,13.81
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0471,629,3.53
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0175,1052,4.04
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0408,195,9.0
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0429,1755,10.83
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0073,1415,6.55
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0381,1984,14.18
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0163,429,11.99
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0072,1144,13.9
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0349,994,5.72
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0483,183,10.23
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0100,127,6.84
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0004,1195,12.97
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0126,388,2.7
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0376,1888,13.59
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0482,1429,11.02
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0192,1637,12.91
W122,"H.No. 43, Venkataraman Street, Dasanapura, BENGALURU, Karnataka, 562162, India",P0125,117,8.58
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0394,1482,4.83
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0087,178,5.82
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0378,1576,10.59
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0459,1345,9.9
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0273,694,8.41
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0297,1862,5.52
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0498,338,4.91
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0400,1943,6.61
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0166,490,9.21
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0227,454,4.49
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0241,1827,11.41
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0044,1354,11.92
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0355,287,2.73
W123,"78/212, Warrior Ganj, Kakkaragolla, DAVANGERE, Karnataka, 577589, India",P0094,1761,3.43
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0150,523,7.39
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0217,425,2.78
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0258,812,12.73
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0324,134,9.47
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0334,373,2.04
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0358,684,7.47
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0202,1831,4.36
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0048,922,3.97
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0116,933,14.1
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0081,1346,10.33
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0235,432,8.44
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0453,326,12.26
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0348,491,7.96
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0220,1145,11.61
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0419,1671,8.73
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0310,1261,8.17
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0397,368,4.73
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0403,528,12.45
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0241,912,5.23
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0316,738,2.5
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0193,1130,10.09
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0307,839,7.86
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0120,287,5.06
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0041,1383,12.44
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0114,1046,3.96
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0359,231,7.13
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0347,1879,9.91
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0426,1772,5.71
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0185,298,7.38
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0100,754,6.93
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0091,888,11.62
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0183,1736,2.71
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0090,768,12.91
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0181,1561,8.42
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0357,334,3.89
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0254,598,13.93
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0089,266,10.33
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0093,1255,10.88
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0437,1684,9.34
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0028,612,4.61
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0187,1251,6.76
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0158,1680,7.93
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0367,1020,4.32
W124,"73, Mitra Circle, Harinarayanpur, NADIA, West Bengal, 741126, India",P0274,993,12.72
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0419,294,13.64
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0271,1016,3.34
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0359,677,6.05
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0052,788,11.85
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0126,1124,8.74
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0262,1069,13.53
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0472,1836,5.29
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0216,318,4.11
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0048,1125,6.68
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0174,796,13.57
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0210,1565,5.89
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0317,1538,14.76
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0392,252,5.42
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0370,900,13.19
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0035,298,13.43
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0436,404,9.54
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0028,1136,11.85
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0345,386,6.56
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0004,1584,5.51
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0455,1622,14.34
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0296,1904,2.11
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0498,305,6.94
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0404,341,12.41
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0175,786,11.31
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0489,1046,3.75
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0351,1606,5.32
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0221,1824,3.73
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0333,700,8.45
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0382,1259,5.05
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0364,1889,6.06
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0386,968,12.77
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0016,963,7.25
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0258,1682,3.43
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0428,1574,11.41
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0411,254,5.04
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0329,153,6.68
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0042,154,4.01
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0146,1676,7.16
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0441,458,2.84
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0070,301,12.64
W125,"H.No. 556, Sankar, Balkonda S.O, NIZAMABAD, Telangana, 503217, India",P0015,799,2.8
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0147,841,7.22
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0349,1897,11.0
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0467,1651,9.75
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0470,1284,11.67
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0498,102,4.1
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0006,1116,14.36
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0359,613,9.63
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0454,1312,9.39
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0410,1627,9.21
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0301,629,8.44
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0129,1525,7.6
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0066,1434,12.03
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0400,1332,8.01
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0309,473,14.11
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0316,1459,4.03
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0288,1898,10.71
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0474,1879,14.08
W126,"438, Borde, Gaura, SANT RAVIDAS NAGAR, Uttar Pradesh, 221404, India",P0304,241,12.22
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0343,683,4.5
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0396,685,3.74
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0480,754,9.19
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0381,554,8.75
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0192,448,6.88
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0020,447,8.13
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0328,1247,7.5
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0311,1862,11.33
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0206,649,9.61
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0265,507,8.39
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0195,556,14.86
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0426,1431,5.79
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0407,1118,11.97
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0488,896,4.35
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0150,1419,6.57
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0175,1245,7.36
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0058,934,8.65
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0202,1334,12.9
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0437,1152,12.44
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0093,430,8.15
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0165,1409,8.67
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0183,334,3.55
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0082,794,9.03
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0216,1957,9.58
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0008,925,6.43
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0163,455,14.18
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0352,365,6.12
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0217,1839,8.31
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0374,1667,11.96
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0395,974,3.76
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0370,863,2.24
W127,"H.No. 420, Luthra Road, Sandera, TONK, Rajasthan, 304801, India",P0018,909,3.0
W128,"29/37, Acharya Street, Jagannathpur, SANT RAVIDAS NAGAR, Uttar Pradesh, 221303, India",P0393,1562,5.34
